down_m_s2,right_m_s2,forward_m_s2
-9.82770538330078,-0.0026945807039737,-0.146190345287323
-9.799362182617188,0.0445928163826465,-0.128741443157196
-9.793747425079346,0.0165771730244159,-0.1170536987483501
-9.787280559539797,-0.0038757030852139,-0.1428001224994659
-9.818455696105955,-0.0330570265650749,-0.0932901874184608
-9.820038795471191,0.0261377803981304,-0.1185307726264
-9.806636810302734,0.0067134331911802,-0.1069343611598014
-9.813196182250977,0.0278457477688789,-0.1063753142952919
-9.852581977844238,0.0316958874464035,-0.1336722671985626
-9.819910049438477,0.0050410982221364,-0.1139016225934028
-9.807073593139648,0.0152664259076118,-0.072389893233776
-9.816069602966309,-0.0059130974113941,-0.1091463044285774
-9.773727416992188,0.0204656310379505,-0.0876037776470184
-9.825151443481444,0.0033610258251428,-0.1308889091014862
-9.820956230163574,0.005967428907752,-0.0917752459645271
-9.8142352104187,0.0384373422712087,-0.0907691195607185
-9.789443016052246,-0.0048302896320819,-0.1201155260205268
-9.818599700927734,-0.0324252620339393,-0.1205770149827003
-9.821063995361328,0.0236885100603103,-0.1256329417228698
-9.787994384765623,0.0404856093227863,-0.114524208009243
-9.803668022155762,0.0037942212074995,-0.0947250500321388
-9.84322214126587,0.0263611814007163,-0.1219856031239032
-9.817418098449709,-0.0006821490824222,-0.0800124034285545
-9.830623149871826,-0.0208967085927724,-0.1260747574269771
-9.792098999023438,0.055393923074007,-0.1119469031691551
-9.819425582885742,0.0343699529767036,-0.1102898865938186
-9.751541137695312,-0.0011669434607028,-0.1116131097078323
-9.816174507141112,-0.0055084275081753,-0.1367301195859909
-9.807775497436523,0.0574100874364376,-0.1032202690839767
-9.836237907409668,0.015889186412096,-0.1007222831249237
-9.808187007904053,0.0115999765694141,-0.1231866478919982
-9.772467613220217,-0.0029413374140858,-0.1261802613735199
-9.798954486846924,0.0091971866786479,-0.1079253479838371
-9.782292366027832,0.0731924474239349,-0.1573145240545272
-9.822455406188965,-0.000481080263853,-0.1407690048217773
-9.816837310791016,0.0237491205334663,-0.076357863843441
-9.81977081298828,0.0043960101902484,-0.1303972154855728
-9.82433032989502,0.0639418959617614,-0.1055466085672378
-9.78984832763672,0.0060629658401012,-0.1271560341119766
-9.821938514709473,-0.0094761624932289,-0.073685422539711
-9.814906120300291,0.036694349721074,-0.116362877190113
-9.823855876922607,0.0384389758110046,-0.1060506626963615
-9.77742862701416,0.0147802084684371,-0.0788444206118583
-9.809266090393066,-0.0159275941550731,-0.0944959968328476
-9.819432258605955,0.0271651893854141,-0.0594587922096252
-9.851346015930176,0.0330534800887107,-0.0762263089418411
-9.814088821411133,-0.0100685972720384,-0.1161788403987884
-9.832382678985596,0.0252883043140172,-0.1060282811522483
-9.81442928314209,0.0112325437366962,-0.1052987277507782
-9.820417404174805,0.0291827470064163,-0.1252379864454269
-9.7908353805542,0.0103272683918476,-0.1194894313812256
-9.80644702911377,0.0206942036747932,-0.1072084009647369
-9.785430908203123,-0.0049384422600269,-0.142325758934021
-9.820477962493896,0.044428402557969,-0.0833088122308254
-9.80463695526123,0.0168578708544373,-0.1146309003233909
-9.796544075012209,-0.0010896883904933,-0.1226020753383636
-9.812334060668944,0.0057993717491626,-0.0785379484295845
-9.82231903076172,0.0225018393248319,-0.09882453083992
-9.826055526733398,0.0226455349475145,-0.1175703257322311
-9.8081693649292,0.0161298010498285,-0.1253253668546676
-9.796801567077637,0.0427390709519386,-0.1119286268949508
-9.80044412612915,0.0041206777095794,-0.1081550866365432
-9.80331325531006,0.0392762450501322,-0.1022663190960884
-9.827006340026855,0.004010559991002,-0.1311387419700622
-9.781011581420898,0.038291722536087,-0.1050276458263397
-9.795897483825684,0.0115715116262435,-0.1345430016517639
-9.845462799072266,0.0687699541449546,-0.0943585038185119
-9.79901123046875,0.0171609763056039,-0.1018232256174087
-9.85129737854004,0.0399861484766006,-0.1275691539049148
-9.815170288085938,0.0249875243753194,-0.1366447210311889
-9.823023796081545,0.0196444559842348,-0.1029739379882812
-9.84275245666504,0.0192917790263891,-0.1242361366748809
-9.77522087097168,0.0040649194270372,-0.1046591848134994
-9.782028198242188,0.0169572215527296,-0.1006581038236618
-9.754439353942873,0.0449489280581474,-0.1131925731897354
-9.815348625183104,-0.0194022189825773,-0.1321266293525695
-9.786176681518556,0.0455034300684928,-0.0671933591365814
-9.816404342651367,0.0480958074331283,-0.0779299736022949
-9.80936336517334,-0.0279511362314224,-0.1001089811325073
-9.783376693725586,0.0242798570543527,-0.1241985261440277
-9.816615581512451,0.0054135080426931,-0.1249304562807083
-9.790809631347656,0.0493673235177993,-0.0940404087305069
-9.810998916625977,0.028514614328742,-0.1333618462085724
-9.81662654876709,0.036240704357624,-0.090005874633789
-9.776918411254885,-0.0040858974680304,-0.1333935558795929
-9.819209098815918,0.0063515417277812,-0.1069836020469665
-9.812871932983398,0.0220165569335222,-0.1262255758047104
-9.804062843322754,0.0287226270884275,-0.1214208751916885
-9.782418251037598,0.0282104145735502,-0.120514839887619
-9.811182975769045,0.0345872724428772,-0.1029402092099189
-9.790249824523926,-0.0175932347774505,-0.0822083055973053
-9.809694290161133,0.0768170803785324,-0.0841555297374725
-9.81227684020996,0.0090084839612245,-0.1597040593624115
-9.805811882019045,-0.0069327866658568,-0.0993887484073638
-9.811948776245115,0.02404604293406,-0.0872510820627212
-9.797162055969238,0.0683733522891998,-0.1530738025903701
-9.885040283203123,0.0234060902148485,-0.0984381288290023
-9.835932731628418,-0.0131836663931608,-0.1094696372747421
-9.822877883911133,0.0224384684115648,-0.097748652100563
-9.83613109588623,0.0300556849688291,-0.0834270268678665
-9.821813583374023,0.0264052916318178,-0.1052122563123703
-9.81566047668457,0.0059128142893314,-0.1123729944229126
-9.834990501403809,0.0437626019120216,-0.1021203398704528
-9.823729515075684,0.0227664988487958,-0.1129161715507507
-9.809075355529783,-0.0074717681854963,-0.1028709709644317
-9.776618003845217,0.0065013617277145,-0.1110451817512512
-9.806031703948976,0.0326374815776944,-0.0967156216502189
-9.761402130126951,-0.0215569995343685,-0.1111879795789718
-9.801246643066406,0.0031129159033298,-0.0967500954866409
-9.847825050354004,0.0124421678483486,-0.1012412905693054
-9.860260009765623,0.021819720044732,-0.1457243412733078
-9.873787879943848,-0.0118106277659535,-0.11476930975914
-9.84195041656494,0.0631522983312606,-0.0455887801945209
-9.85494327545166,0.0446640104055404,-0.0875602960586547
-9.77939796447754,0.0148639697581529,-0.1193796843290329
-9.784756183624268,0.0189686883240938,-0.0964064225554466
-9.822556495666504,0.0406126379966735,-0.1000666320323944
-9.828949928283691,0.0258244145661592,-0.0810006260871887
-9.805862426757812,-0.0095303934067487,-0.0944528728723526
-9.82707405090332,0.0286703091114759,-0.1056631952524185
-9.86694049835205,-0.0184923615306615,-0.0947124511003494
-9.806078910827637,0.0271341446787118,-0.1218179166316986
-9.811322212219238,0.0267788749188184,-0.1104335039854049
-9.797542572021484,0.0281956810504198,-0.0833046585321426
-9.83131456375122,0.002624764572829,-0.1015186458826065
-9.783273696899414,0.0246102605015039,-0.1038479804992675
-9.834745407104492,-0.0066224904730916,-0.0875699818134307
-9.856867790222168,0.0223042611032724,-0.1191724687814712
